timestamp,filename,age,gender,emotion,genres
2025-06-08T20:59:17.316668,0124ae5c-4e89-429d-9e49-f447574447ee.jpg,29,"{'Woman': 99.2258369922638, 'Man': 0.7741556968539953}",neutral,드라마
2025-06-08T21:14:01.982299,0124ae5c-4e89-429d-9e49-f447574447ee.jpg,29,"{'Woman': 99.2258369922638, 'Man': 0.7741556968539953}",neutral,드라마
